outlet,author,rating,text,date_posted,date_posted_normalized,review_id
Anytime Fitness MacPherson Mall,MuhdNur Haziq,5,Very clean and spacious. In house muay thai trainer Ehsaan is very helpful and insightful. A very dedicated trainer i would say. Highly recommended for both self defense and cardio. Hats off to you sir! Cheers!,a month ago,October 2025,Ci9DQUlRQUNvZENodHljRjlvT21sMFRTMVdYMUl5YlRaTGFrcG1ZWEI1V0d4TVpFRRAB
Anytime Fitness MacPherson Mall,Johnnywoosh,5,"Solid gym. Sign up a breeze with the female gym staff( I assume is Linda?) and we could workout the same day.
(If you have a old dongle, bring it along)

Equipment brand new. Accessories in great condition. A lot of cables to accommodate a big crowd. 2 lat pull downs.

Many squat racks and 2 platforms in a separate unit. Back extension, hack squat, glute, low row plate loaded machines VERY well made. Kudos management for bringing them in, seriously.

Smells good, very clean. Happy to sign here. Please keep it up!

Little suggestion:
Perhaps add a weight horn by the plate loaded machines as it gets hard to access the big plates with 2.5/5s in the way.",a month ago,October 2025,Ci9DQUlRQUNvZENodHljRjlvT2twSWFHRm5NVjlXWDI5T0xXTmlSa2QwU1dWbFVHYxAB
Anytime Fitness MacPherson Mall,Danielle Tay,5,"Always a positive experience here. The gym is always clean, the staff are welcoming, and I appreciate the 24-hour access. Highly recommend!

I had my introductory one-on-one training session with Kirtan and it was an absolutely fantastic experience. His knowledge and attention to detail are truly impressive. He didn't just walk me through exercises; he meticulously analyzed my posture and helped me understand exactly what I was doing wrong. Thanks to his guidance, I now know how to properly engage the correct muscles, which will make a huge difference in my workouts.",Edited 3 months ago,August 2025,Ci9DQUlRQUNvZENodHljRjlvT2pGMFprZzVORlJsUlZaSFdFSmlhMVJ6YkRsQ2VrRRAB
Anytime Fitness MacPherson Mall,Pamela Chan,5,"Having a wonderful experience with Ehsaan, he is a great trainer and knows the human biology very well (explains in simple ways for me to understand on how to be healthier, build muscle and lose fat through science). Will recommend for anyone to start training with him especially females who wants to look athletic and toned",a month ago,October 2025,Ci9DQUlRQUNvZENodHljRjlvT2pacGIzaFRabXczWDJSMVZFbHllR1ExYmpkWlRWRRAB
Anytime Fitness MacPherson Mall,Aaron Kueh,5,"As someone who started with zero knowledge about fitness or how to begin a weight loss journey, finding the right trainer made all the difference.

If you’re looking for a trainer who’s approachable, encouraging, and really understands how to tailor workouts to your individual needs, I highly recommend Nico. He’s not only great at what he does, but he genuinely cares about your progress.

Having Nico as my trainer has helped me stay consistent and motivated. He keeps track of my progress, adjusts the workouts as needed, and makes the whole process a lot less intimidating. Whether you’re just starting out or looking to get back on track, Nico’s support can make a big difference.",2 months ago,September 2025,Ci9DQUlRQUNvZENodHljRjlvT2xWNWJGTjFZMk56WmtFM05rNTRjVXhQTWpKdU4wRRAB
Anytime Fitness MacPherson Mall,Kayden Tan,5,"Nice, clean & friendly environment gym. All the equipment are new and not very crowded during peak hours. Definitely one of the better AF branch around the area 👍🏻 …",6 days ago,November 2025,Ci9DQUlRQUNvZENodHljRjlvT21Oc09UQnpNVm95YlRaa2NXMVZiVWhPV0ZSNVJrRRAB
Anytime Fitness MacPherson Mall,Yan Yan Hor,5,"The gym feels welcoming and very clean. The equipments are new and well furnished. In-body analysis is also provided and my personal trainer Nico gave good suggestions, not just on the training form and techniques but also ways to improve my figure and tightness of the muscles. Nice experience so far!",4 months ago,July 2025,Ci9DQUlRQUNvZENodHljRjlvT2pCdVlscFRWM2w0TXpSQ2FsSkRjbnBvTjBsbVExRRAB
Anytime Fitness MacPherson Mall,Vivian Choo,5,"Had a trial PT session with Kirtan earlier and he was amazing! Super patient in explaining everything clearly and tailoring the workout to my goals and needs. Felt really comfortable throughout, and he gave me useful tips I can apply right away. Honestly the best trainer I’ve met!  Highly recommend him if you’re looking for guidance at Anytime Fitness!",2 months ago,September 2025,Ci9DQUlRQUNvZENodHljRjlvT2s1RGEya3lia1ZTVWxWaU5GSTRZa1JTWlZGU1ExRRAB
Anytime Fitness MacPherson Mall,J Tan,5,"This gym offers an infectious positive energy from the moment you step in. Equipment is always clean and varied, catering to all fitness levels. What truly stands out is the supportive community and approachable, knowledgeable trainers. I've seen great progress in my fitness journey thanks to this motivating environment. It’s more than just a place to work out; it’s where you feel empowered to hit your goals. Highly recommend! Kudos for Linda for assistance with the machine use",5 months ago,June 2025,ChdDSUhNMG9nS0VNWFc4X180emRQOHd3RRAB
Anytime Fitness MacPherson Mall,Mohammad Aliff,5,One of the best AF gym. Spacious with very nice interior and machine set ups! Lightings are awesome would definitely recommend all to try this brand new gym :),5 months ago,June 2025,ChdDSUhNMG9nS0VPYnF4dUdIX3V5OC1RRRAB
Anytime Fitness MacPherson Mall,Cheryl Ong,5,"Been going to this gym for the past few months and training with Nico, who is not only knowledgeable but also very supportive and motivating. The gym itself is well equipped, always clean, well-kept and the staff are super friendly. Love this gym!",2 months ago,September 2025,Ci9DQUlRQUNvZENodHljRjlvT25CdWRXMWxVRlZaUTNGa1lUQTJhR054U0ZwRE5FRRAB
Anytime Fitness MacPherson Mall,Wong Kaiwen,5,"i hate saying it but this place is HIDDEN GEM!! 💎

gym is extremely well equipped and staff is super friendly and always welcoming. (shout-out to Linda & Justin). keep up the great work 💪💯 …",4 months ago,July 2025,Ci9DQUlRQUNvZENodHljRjlvT2xOWVdXMUtjVTV3WnpVelRXbGFWRzV5YVhGSFRWRRAB
Anytime Fitness MacPherson Mall,I am Robby,5,The New McPherson Anytime Fitness has the best hub I’ve visited so far. The Fitness Trainers are very friendly and accommodating. I really love doing my workouts here! Please visit them and be a purple member if you haven’t applied yet. 💪🏼 …,3 months ago,August 2025,Ci9DQUlRQUNvZENodHljRjlvT25NNU9HeE5PV0YxYkc1blF6QXdUemwzZEU1dlFtYxAB
Anytime Fitness MacPherson Mall,Ann,5,"Kirtan is constantly upgrading himself. I have followed him to 2 different locations and he has never failed to help out with my issues every time. I was often puzzled by my recurring backpain though I have been rather fit since young, till Kirtan points out how I have been engaging my back inappropriately in almost all of my movements. I now workout with more confidence because I know he is around to pick out incorrect patterns with his razar-sharp eyes.",a month ago,October 2025,Ci9DQUlRQUNvZENodHljRjlvT2pCU2FYRnhNVXhhUkc5MFRUUlhVak5CT1hwU2JWRRAB
Anytime Fitness MacPherson Mall,SIM XINLIN,5,"Super clean gym with great vibes! The equipment is well-maintained and suitable for all levels. Trainers are friendly and knowledgeable especially Nico, who’s super helpful and fun in class. Highly recommend!",4 months ago,July 2025,Ci9DQUlRQUNvZENodHljRjlvT2pkUmExSkRSRk55VjFwSlRHdFdOVFpUTlhwRFltYxAB
Anytime Fitness MacPherson Mall,Yaminy Sharma,5,"Great gym, new setup! The staff is super friendly and helpful as well. Would recommend!",4 months ago,July 2025,Ci9DQUlRQUNvZENodHljRjlvT2sxelNVaENhR294UkV0aFZrNVpTMVowVEdWSlUwRRAB
Anytime Fitness MacPherson Mall,Rob Famularcano,5,"It’s nice to be back at AF! I am so glad to be back and got my membership at AF Macpherson! The facilities and equipments are all new and the location is really nice! The gym personnel here are really approachable and friendly, thanks to Justin and Nico who did the trial with me. He was helpful and introduces me the proper posture and how to do a clean work out!",5 months ago,June 2025,ChdDSUhNMG9nS0VPR3RrX2FvbmJiZnpBRRAB
Anytime Fitness MacPherson Mall,Yi Sheng Tan,5,"The place is new and clean, splitting the gym ensures that there is an equal distribution in terms of crowd.

Trainer are especially helpful and kind. Would like to commend PT Nico for explaining and guiding through some of my workouts.",4 months ago,July 2025,Ci9DQUlRQUNvZENodHljRjlvT21OVU0wTmpXR3g1YUhOUlRFRTNTamRET1hkck0yYxAB
Anytime Fitness MacPherson Mall,Ed Saif,5,Awesome equipment they have here at AF Macpherson Mall. I especially loved the treadmill which have many modes you can choose from. Free weight area is huge and range of weights are great for heavy lifters. And best of all you can end your workout session by showering at either 2 of the shower cubicle. Overall a gym accessible to all types of gym goers.,4 months ago,July 2025,Ci9DQUlRQUNvZENodHljRjlvT2tOUUxUaHdSbDl5VlZaNFlrTjNSblpGVW5OaVZIYxAB
Anytime Fitness MacPherson Mall,bennett koay,5,I went for the Muay Thai session at AF MacPherson Mall. Coached by Ehsaan. He’s very approachable and friendly. Great session with him guiding me and highlighting my mistakes.,2 weeks ago,October 2025,Ci9DQUlRQUNvZENodHljRjlvT2tSVGJqaHhXRGcyWm1wYVZUQlNjVEpXTldkdVVXYxAB
Anytime Fitness MacPherson Mall,Cherryl Louise,5,"been working out here for a month and it’s such a lovely environment here. while it’s still new, the space is honestly one of the best AFs i’ve seen around - kept very clean and comfortable by all users. the community of fellow gym folks are highly positive, non judgemental and the people around are helpful if you struggle with the powerlifting equipment, as are the staff who are approachable and friendly too.",3 months ago,August 2025,Ci9DQUlRQUNvZENodHljRjlvT2xabFIzWjZkbHBXWW1ScU4zaDRSWEY1WlhRMllsRRAB
Anytime Fitness MacPherson Mall,JJ Poh,5,"I really enjoyed my experience here.
The venue is spacious, facilities and equipments are new and clean, and most important the staff is always friendly and supportive.
I truly appreciate how the trainers here take time to help with technique and motivation.
Thank you for creating such a positive environment!”",4 months ago,July 2025,Ci9DQUlRQUNvZENodHljRjlvT2tVMWNucFBORk5pUnpaU1IzUnlYMnR5VEhweExXYxAB
Anytime Fitness MacPherson Mall,Natasha Kamal,5,"I had a great session with Kirtan and was really impressed by how attentive he was. He took the time to understand what I needed, especially around correcting my form, and making sure I am confident with my movements.

The gym on the other hand was very well-equipped and spacious making it a great environment to train in.",5 months ago,June 2025,ChZDSUhNMG9nS0VJX2hyOXZudTZqalBREAE
Anytime Fitness MacPherson Mall,Shun,5,"Great atmosphere, equipment is great and new. The music playlist is also on point and better than most other outlets.

Personal trainer Nico is extremely knowledgeable and definitely gives great training to new gym goers.",3 months ago,August 2025,Ci9DQUlRQUNvZENodHljRjlvT2tObk5WaEtTamRSTlcxeFJVRkVjV2xpTVZvNFdVRRAB
Anytime Fitness MacPherson Mall,Hui Wen Loon,5,Clean and fully equipped gym. Served by Linda who was very patient and gave clear instructions on my signup,a month ago,October 2025,Ci9DQUlRQUNvZENodHljRjlvT2pKRWRYTjFiRUZsV0ZsMGIwRllaVFZDZERsaVQyYxAB
Anytime Fitness MacPherson Mall,Keerthana Ravichandran,5,"The equipments are new, well equipped, clean and properly maintained gym! PT Kirtan has a deep understanding of strength training and knows exactly how to train you while still keeping things safe and sustainable. I’m incredibly grateful for the guidance and support from Kirtan. This journey has made me feel stronger, healthier, and more confident than ever.",4 months ago,July 2025,Ci9DQUlRQUNvZENodHljRjlvT210U1lVcENhamg1VFdrMlZXNUpaREpHWWxwTFgyYxAB
Anytime Fitness MacPherson Mall,Chan Leon,5,"Signed up for AF recently and had a training session with Trainer Kirtan. The session was great! ~ Kirtan was really friendly and started out helping me define goals. Thereafter, the session helpfully pointed out my bad habits to improve the efficiency and safety of lifts. 👍 …",3 months ago,August 2025,Ci9DQUlRQUNvZENodHljRjlvT2pSVFpIVk9kSFpzZDAxRGExcENNREF6V1VSR2IyYxAB
Anytime Fitness MacPherson Mall,Meena Asohan,5,"Anytime Fitness Mcpherson Mall has a welcoming atmosphere for people of all fitness levels. The equipment is modern and new, providing a large variety of options for exercise.

I took the starter pack for personal training as I've never worked out in a gym setting before. My trainer, Kirtan, was highly knowledgeable and motivating, creating a personalized workout plan that suited my fitness level.  He provided support and encouragement which helped me get confident and familiar in the gym environment.

I highly recommend this gym and its trainers for anyone seeking to improve their health and achieve their fitness goals!",4 months ago,July 2025,Ci9DQUlRQUNvZENodHljRjlvT21neWFUZHVRME5DZG00NVVFUTBhRmszTTBWNlpHYxAB
Anytime Fitness MacPherson Mall,Joy,5,"Anytime Fitness MacPherson is impressive. Clean, spacious, and rarely crowded. 24/7 access is a big plus. Limited showers since it relies on mall facilities, but overall a top choice for effective, no-frills training. Linda was friendly and helpful!",4 months ago,July 2025,Ci9DQUlRQUNvZENodHljRjlvT25rMFoyMVllbUZhVVc0MmVuaEJVMmd4UWtSQ1ZIYxAB
Anytime Fitness MacPherson Mall,C Loh,5,"I had the joy of attending the launch of this new gym last Saturday, and I’m still buzzing from the energy. Tucked away in the basement of a rather unassuming building, this space has been completely transformed into a space that radiates warmth, grit, and genuine community spirit.

What struck me most wasn’t just the equipment or the space (though both are great), but the people. From the moment I stepped in, I was welcomed with open arms by the trainers, the members, even folks I’d never met before. It already feels like a second home for those who come here, and it’s only just opened.

Huge kudos to HM for bringing this vision to life, for creating not just a gym, but a safe, supportive, and motivating environment for people to move, sweat, and grow stronger together. So proud and excited to see where this journey leads!",4 months ago,July 2025,Ci9DQUlRQUNvZENodHljRjlvT2tKTFVqYzBaa0ZSY1hscVIxbHNPV2QxWTFGTVNXYxAB
Anytime Fitness MacPherson Mall,Min Hui Tan,5,"Very large and better equipped compared to most AF gyms, with solid, top-end equipment. Friendly staff and I’m a regular training with Kirtan- super experienced, yet friendly and utterly grounded. Highly recommended!",4 months ago,July 2025,Ci9DQUlRQUNvZENodHljRjlvT21OcmFVaFdPRk00VXpSU2FFbGpaV3hpU2swM1UyYxAB
Anytime Fitness MacPherson Mall,St Yiling,5,"Highly recommend this Anytime Fitness branch! 💪

The gym is super comfortable, clean, and has everything you need. But the real stars here are the hilarious and awesome trainers — Nico and Kirtan! Every session with them is not only effective, but also full of laughs. They’ll make sure you’re doing the exercises the proper way (even if it means correcting your squat for the 10th time 😅).

If you want to get fit, learn the right techniques, and have a good time doing it — this is the place to be!",4 months ago,July 2025,Ci9DQUlRQUNvZENodHljRjlvT25jd1NFVnVkbEZhTUhSRVRIbDJka05mUVV0WU9XYxAB
Anytime Fitness MacPherson Mall,Hwee Chong Chua,5,"Very new and clean gym at Macpherson Mall. The showers, changing rooms, and lockers make workouts fuss-free. Equipment is modern, comprehensive and well taken care of. The crowd there are friendly, welcoming and the overall vibe of the place is great!",4 months ago,July 2025,Ci9DQUlRQUNvZENodHljRjlvT2psU2QxOVplSGQ2YVdrd2FsbHhNVkZYUWtrdFMwRRAB
Anytime Fitness MacPherson Mall,Chi Hong Hwang,5,"I have been training under Kirtan for about 2 to 3 years. He is great. He has deep knowledge about functional training and helped me through chronic pain in both my shoulders. He still continues to go for more training and certification and works the new knowledge into my weekly training. Now that we've moved to this gym, I'm pleased that he has incorporated heavier weights into my workout. I always enjoy my sessions with Kirtan. He's easy going and easy to talk to. Over the years we've become friends.

They gym is newly renovated so it is clean, well lit and well equipped. There's a good buzz. I was surprised at the many bodybuilder enthusiasts there on a weekday evening but still there was little wait for machines. The gym was located in the basement. A door in the car park opens to the gym entrance after a shot passage. So park at the correct side of the car park.

The mall itself is undergoing a revitalisation. Parts of it  was still somewhat worn and old but then it makes you appreciate all the more how bright, new and shiny the gym is.",4 months ago,July 2025,Ci9DQUlRQUNvZENodHljRjlvT2xod1kzTnpORzk1Um05VGVsZENPWFJDZEZSYWNFRRAB
Anytime Fitness MacPherson Mall,Timon Tai,5,"I've been training with Kirtan for over two years now, and I can honestly say he’s one of the best personal trainers out there. What sets him apart is his deep, holistic understanding of body mechanics. Unlike the typical brute-force, muscle-building approach you get with many trainers, Kirtan focuses on integrating movement, balance, and mobility in a way that makes your body feel stronger and better after every session.

No two workouts are ever the same — I haven’t repeated a single set in all this time. Every lesson is thoughtfully planned, challenging, and fun. And if you ever feel like mixing it up, he also incorporates boxing, which adds another layer of excitement and intensity.

I’ve seen real results, but more importantly, I feel better in my body — more aware, more agile, and more resilient. Highly recommend Kirtan to anyone looking for training that’s intelligent, engaging, and truly transformative.",3 months ago,August 2025,Ci9DQUlRQUNvZENodHljRjlvT2prNWNVOURiR1ZwVm5Ca1RqaEdORGxDY1dwUlEyYxAB
