outlet,author,rating,text,date_posted,date_posted_normalized,review_id
Anytime Fitness City Square Mall,Boss Rajni,5,Nigel is very helpful in the gym very caring 👍🏼 …,a year ago,November 2024,ChdDSUhNMG9nS0VJQ0FnSUNUZ2ZHRi1nRRAB
Anytime Fitness City Square Mall,Arun Swaminathan,5,"Nice facilities, ample amount of equipment. great staff",a year ago,November 2024,ChZDSUhNMG9nS0VJQ0FnSURIaDlPZVRREAE
Anytime Fitness City Square Mall,Joshua Tan,5,"Amazing staff, amazing equipment & amazing place to gym at. Shoutout to Zahin! 🔥 …",a year ago,November 2024,ChdDSUhNMG9nS0VJQ0FnSURYX1pmem9BRRAB
Anytime Fitness City Square Mall,Saraniyaa Vasuthevan,5,Good selection of equipment and nice environment to workout in.,8 months ago,March 2025,ChZDSUhNMG9nS0VJQ0FnTUNnMTd1YlZ3EAE
Anytime Fitness City Square Mall,Melissa C.,5,very beautiful gym! one of the best AFs in singapore - will def be back!,a year ago,November 2024,ChZDSUhNMG9nS0VJQ0FnSUNUbGZPV0xBEAE
Anytime Fitness City Square Mall,Akash Suresh,5,"Had a great experience here
Strongly encourage to come gym here",10 months ago,January 2025,ChdDSUhNMG9nS0VJQ0FnSUNfbVBUQl9RRRAB
Anytime Fitness City Square Mall,Hannah Kaiyisah,5,"Super great vibes, music and staff. Aircon is good and cool too, will come again!",a year ago,November 2024,ChdDSUhNMG9nS0VJQ0FnSUNqbU1EVTlBRRAB
Anytime Fitness City Square Mall,Jane Wong,5,New and clean equipments. quiet and nice ambience. changing rooms are clean,a year ago,November 2024,ChdDSUhNMG9nS0VJQ0FnSUNYMDVxQm93RRAB
Anytime Fitness City Square Mall,Thomas Fischermann,5,"Clean, well-maintained place with nice views over the city.",9 months ago,February 2025,ChZDSUhNMG9nS0VJQ0FnTURBdEw3SlBBEAE
Anytime Fitness City Square Mall,Zander Peh,5,Equipment is easy to access. Even when there is a crowd i can still get a workout in with my desired movements,a year ago,November 2024,ChZDSUhNMG9nS0VJQ0FnSUR6ejVEUFRnEAE
Anytime Fitness City Square Mall,Darryl Yeo,5,Staff were friendly and this gym has a good ambience!,a year ago,November 2024,ChdDSUhNMG9nS0VJQ0FnSUMzMFp2OHhnRRAB
Anytime Fitness City Square Mall,Junwei Dai,1,"First time of training in this new branch, Very bad experience, tight shower space and lack of privacy. I highly recommend Cityhall branch than this one.",a year ago,November 2024,ChZDSUhNMG9nS0VJQ0FnSUR0M00yLWJREAE
Anytime Fitness City Square Mall,Shashitha Udeesh,5,Every thing is soo clean and best gym ever gone.,a year ago,November 2024,ChdDSUhNMG9nS0VJQ0FnSUNuNF9uOTlRRRAB
Anytime Fitness City Square Mall,Anup K,4,Spacious and well maintained equipments… only thing missing is the protein drinks dispenser.,a year ago,November 2024,ChZDSUhNMG9nS0VJQ0FnSUM3NEpMZlB3EAE
Anytime Fitness City Square Mall,Rachel Ooi,5,good gym which is newish and kept in good condition. later in the night (9pm+) is when in tends to be less crowded.,a year ago,November 2024,ChZDSUhNMG9nS0VJQ0FnSUR6LXJLa2VREAE
Anytime Fitness City Square Mall,Muhammad Qairudeen Sudin,5,The staff here is absolutely fantastic and welcoming! I'll definitely be returning frequently.,a year ago,November 2024,ChdDSUhNMG9nS0VJQ0FnSUNqek9tYl9BRRAB
Anytime Fitness City Square Mall,Wei Yiting,5,Extremely helpful and friendly staffs! The space itself looks clean and well maintained too :),a year ago,November 2024,ChZDSUhNMG9nS0VJQ0FnSUNqdzhPY2Z3EAE
Anytime Fitness City Square Mall,Evelyn Buntoro,5,Good ambience and friendly staff! Recommended to subscribe gym here,a year ago,November 2024,ChZDSUhNMG9nS0VJQ0FnSURIMWJiaU1nEAE
Anytime Fitness City Square Mall,Durga BS,5,Very good gym and friendly staff.,8 months ago,March 2025,ChdDSUhNMG9nS0VJQ0FnTUNndXBqazdnRRAB
Anytime Fitness City Square Mall,Crystal Sim,5,"Amazing cleanliness, good variety of equipment in great condition and friendly staff 😊 …",a year ago,November 2024,ChdDSUhNMG9nS0VJQ0FnSUNqZ2NHZnlRRRAB
Anytime Fitness City Square Mall,Ryan Teo,4,Great condition of equipments but the horizontal iso chess press is abit weird,a year ago,November 2024,ChdDSUhNMG9nS0VJQ0FnSUNYLWR1aHR3RRAB
Anytime Fitness City Square Mall,Victor Cheong,5,"Newly opened, spacious gym. Equipment is clean as the cleaning solution smells amazing!",a year ago,November 2024,ChdDSUhNMG9nS0VJQ0FnSUMxM056Ym1nRRAB
Anytime Fitness City Square Mall,Faye O,5,"Friendly staff, brand new equipments, gym is clean too ☺️",a year ago,November 2024,ChdDSUhNMG9nS0VJQ0FnSURYc1pQaDNnRRAB
Anytime Fitness City Square Mall,Anoushka Kabi,5,Ayden and Joseph were very helpful in explaining the memberships!,7 months ago,April 2025,ChdDSUhNMG9nS0VJQ0FnTUN3bi1MM3dBRRAB
Anytime Fitness City Square Mall,Sherlyn Yong,5,"Very nice, big and clean gym (: nice staff 😊😊 …",a year ago,November 2024,ChdDSUhNMG9nS0VJQ0FnSURIeHRYOS1RRRAB
Anytime Fitness City Square Mall,Jaeiganeish K,5,Khals & Ferra did a great job in assisting my sign up!,11 months ago,December 2024,ChdDSUhNMG9nS0VJQ0FnSUNQbzdyTzl3RRAB
Anytime Fitness City Square Mall,Muhammad Danial Irfan,5,"Beautiful gym, will definitely come back! Special thanks to Aliah for helping my friend out :)",a year ago,November 2024,ChdDSUhNMG9nS0VJQ0FnSUNqMF8tT3J3RRAB
Anytime Fitness City Square Mall,Victor Yap,5,Comfort and very big gym room. Always enjoy to do gym here!! 😁 …,a year ago,November 2024,ChdDSUhNMG9nS0VJQ0FnSUNUejUyTGh3RRAB
Anytime Fitness City Square Mall,Ben Peh,5,"Super spacious gym, huge variety of equipment and many changing rooms. They even have toilets and showers!",a year ago,November 2024,ChZDSUhNMG9nS0VJQ0FnSUMxdUpERGNnEAE
Anytime Fitness City Square Mall,ritesh,5,The staff members are very helpful. Especially Mr Kishern! He is very kind and answers all my question.,a year ago,November 2024,ChdDSUhNMG9nS0VJQ0FnSUM3cG9yVnhRRRAB
Anytime Fitness City Square Mall,zenn pang,5,The gym is very nice :D Very clean and hygienic,a year ago,November 2024,ChdDSUhNMG9nS0VJQ0FnSURIbnNtNDl3RRAB
Anytime Fitness City Square Mall,Bela,5,I was enquiring about membership And ferra And Markus helped me. They were really helpful And answered all my questions.,a year ago,November 2024,ChdDSUhNMG9nS0VJQ0FnSUNuNDdIVG1RRRAB
