Outlet,Aspect,Mention_Count,Avg_Sentiment,Positive_Pct,Negative_Pct
Anytime Fitness Harbourfront,Facilities,54,0.40654166666666663,75.93,5.56
Anytime Fitness Harbourfront,Overall Experience,57,0.5480830409356725,87.72,8.77
Anytime Fitness Harbourfront,Equipment,48,0.346225,64.58,10.42
Anytime Fitness Harbourfront,Cleanliness,22,0.5280166666666667,90.91,0.0
Anytime Fitness Harbourfront,Crowdedness,14,0.21432857142857142,50.0,14.29
Anytime Fitness Harbourfront,Price/Fees,5,0.34896000000000005,80.0,0.0
Anytime Fitness Harbourfront,Classes/Programs,5,0.61248,80.0,0.0
Anytime Fitness Harbourfront,Location/Accessibility,19,0.3237789473684211,52.63,5.26
Anytime Fitness Harbourfront,Policies/Contract,4,0.567075,100.0,0.0
Anytime Fitness Orchard,Staff/Service,392,0.7048343537414966,97.19,1.53
Anytime Fitness Orchard,Location/Accessibility,82,0.512515243902439,84.15,3.66
Anytime Fitness Orchard,Overall Experience,218,0.6226242354740061,97.25,0.92
Anytime Fitness Orchard,Equipment,141,0.5265128250591016,87.23,4.26
Anytime Fitness Orchard,Facilities,147,0.47763510204081633,79.59,9.52
Anytime Fitness Orchard,Price/Fees,28,0.32157857142857144,67.86,21.43
Anytime Fitness Orchard,Policies/Contract,23,0.2808478260869565,60.87,13.04
Anytime Fitness Orchard,Crowdedness,57,0.3235640350877193,66.67,1.75
Anytime Fitness Orchard,Cleanliness,118,0.6242303672316383,95.76,4.24
Anytime Fitness Orchard,Classes/Programs,21,0.526252380952381,90.48,4.76
Anytime Fitness Valley Point,Cleanliness,26,0.5772365384615384,92.31,3.85
Anytime Fitness Valley Point,Equipment,24,0.3332034722222222,66.67,8.33
Anytime Fitness Valley Point,Crowdedness,12,0.2734083333333333,58.33,16.67
Anytime Fitness Valley Point,Staff/Service,31,0.5785021505376344,90.32,3.23
Anytime Fitness Valley Point,Facilities,22,0.5482621212121213,90.91,4.55
Anytime Fitness Valley Point,Location/Accessibility,7,0.41613571428571433,71.43,28.57
Anytime Fitness Valley Point,Overall Experience,26,0.47463846153846156,84.62,15.38
Anytime Fitness Valley Point,Price/Fees,9,0.19684333333333331,66.67,11.11
Anytime Fitness Valley Point,Policies/Contract,3,-0.056172222222222214,33.33,33.33
Anytime Fitness Valley Point,Classes/Programs,3,-0.15236666666666668,33.33,66.67
Anytime Fitness Holland Village,Equipment,35,0.3940185714285714,68.57,8.57
Anytime Fitness Holland Village,Staff/Service,76,0.5812126096491227,88.16,9.21
Anytime Fitness Holland Village,Location/Accessibility,13,0.28524999999999995,53.85,7.69
Anytime Fitness Holland Village,Facilities,31,0.39779193548387093,70.97,19.35
Anytime Fitness Holland Village,Crowdedness,19,0.3306,68.42,15.79
Anytime Fitness Holland Village,Cleanliness,38,0.5962776315789475,86.84,7.89
Anytime Fitness Holland Village,Classes/Programs,9,0.5525425925925926,100.0,0.0
Anytime Fitness Holland Village,Overall Experience,36,0.6186041666666665,94.44,5.56
Anytime Fitness Holland Village,Policies/Contract,6,0.3260097222222222,50.0,16.67
Anytime Fitness Holland Village,Price/Fees,6,0.17519444444444443,50.0,33.33
Anytime Fitness Boon Keng,Staff/Service,58,0.5711954022988505,91.38,8.62
Anytime Fitness Boon Keng,Location/Accessibility,19,0.31789210526315786,57.89,15.79
Anytime Fitness Boon Keng,Overall Experience,38,0.48012631578947373,89.47,7.89
Anytime Fitness Boon Keng,Cleanliness,29,0.567275,93.1,3.45
Anytime Fitness Boon Keng,Equipment,29,0.4041027586206897,79.31,13.79
Anytime Fitness Boon Keng,Facilities,41,0.44021585365853655,78.05,4.88
Anytime Fitness Boon Keng,Policies/Contract,9,0.3801777777777777,88.89,11.11
Anytime Fitness Boon Keng,Price/Fees,9,-0.07915555555555555,44.44,44.44
Anytime Fitness Boon Keng,Crowdedness,8,0.10084375000000001,25.0,25.0
Anytime Fitness Boon Keng,Classes/Programs,2,-0.11315,0.0,50.0
Anytime Fitness Loyang Point,Staff/Service,28,0.47200892857142857,82.14,17.86
Anytime Fitness Loyang Point,Location/Accessibility,6,0.5591555555555555,100.0,0.0
Anytime Fitness Loyang Point,Overall Experience,14,0.519847619047619,85.71,14.29
Anytime Fitness Loyang Point,Facilities,19,0.4352842105263157,78.95,5.26
Anytime Fitness Loyang Point,Equipment,18,0.38387592592592595,72.22,16.67
Anytime Fitness Loyang Point,Classes/Programs,4,0.6841125,100.0,0.0
Anytime Fitness Loyang Point,Price/Fees,7,0.25019285714285716,57.14,28.57
Anytime Fitness Loyang Point,Policies/Contract,6,0.30423333333333336,66.67,16.67
Anytime Fitness Loyang Point,Cleanliness,9,0.35136666666666666,77.78,22.22
Anytime Fitness Loyang Point,Crowdedness,3,0.7538,100.0,0.0
Anytime Fitness Marymount CC,Staff/Service,36,0.5673395370370371,88.89,8.33
Anytime Fitness Marymount CC,Cleanliness,14,0.5867071428571428,85.71,7.14
Anytime Fitness Marymount CC,Classes/Programs,5,0.47994000000000003,80.0,20.0
Anytime Fitness Marymount CC,Equipment,16,0.4422541666666666,81.25,12.5
Anytime Fitness Marymount CC,Location/Accessibility,10,0.14844000000000004,70.0,30.0
Anytime Fitness Marymount CC,Overall Experience,25,0.421206,84.0,16.0
Anytime Fitness Marymount CC,Facilities,17,0.3451705882352942,70.59,11.76
Anytime Fitness Marymount CC,Policies/Contract,2,0.061100000000000015,50.0,50.0
Anytime Fitness Marymount CC,Crowdedness,9,0.22555555555555554,55.56,0.0
Anytime Fitness Marymount CC,Price/Fees,8,0.10235,62.5,12.5
"Anytime Fitness, Telok Blangah",Staff/Service,40,0.6027808333333333,95.0,5.0
"Anytime Fitness, Telok Blangah",Crowdedness,9,0.4370611111111111,88.89,11.11
"Anytime Fitness, Telok Blangah",Classes/Programs,11,0.6693757575757576,90.91,0.0
"Anytime Fitness, Telok Blangah",Equipment,16,0.35676562500000003,62.5,18.75
"Anytime Fitness, Telok Blangah",Cleanliness,13,0.19882307692307694,53.85,38.46
"Anytime Fitness, Telok Blangah",Overall Experience,19,0.39652631578947367,73.68,10.53
"Anytime Fitness, Telok Blangah",Location/Accessibility,13,0.316676923076923,53.85,15.38
"Anytime Fitness, Telok Blangah",Price/Fees,5,0.50982,80.0,20.0
"Anytime Fitness, Telok Blangah",Facilities,20,0.2930674999999999,65.0,15.0
"Anytime Fitness, Telok Blangah",Policies/Contract,2,-0.04015,0.0,50.0
Anytime Fitness Hougang CC,Staff/Service,34,0.6839955882352942,97.06,2.94
Anytime Fitness Hougang CC,Equipment,13,0.4232461538461539,76.92,23.08
Anytime Fitness Hougang CC,Price/Fees,3,-0.1187888888888889,33.33,33.33
Anytime Fitness Hougang CC,Cleanliness,9,0.5813833333333335,100.0,0.0
Anytime Fitness Hougang CC,Facilities,10,0.544998,80.0,0.0
Anytime Fitness Hougang CC,Crowdedness,23,0.09708840579710144,17.39,0.0
Anytime Fitness Hougang CC,Location/Accessibility,4,0.34049999999999997,75.0,25.0
Anytime Fitness Hougang CC,Policies/Contract,2,-0.35529999999999995,0.0,100.0
Anytime Fitness Hougang CC,Overall Experience,25,0.845336,100.0,0.0
Anytime Fitness Hougang CC,Classes/Programs,1,0.7146,100.0,0.0
Anytime Fitness Wisteria Mall,Staff/Service,76,0.5444109022556392,89.47,7.89
Anytime Fitness Wisteria Mall,Cleanliness,19,0.2547815789473684,57.89,31.58
Anytime Fitness Wisteria Mall,Price/Fees,19,0.1534324561403509,57.89,15.79
Anytime Fitness Wisteria Mall,Overall Experience,39,0.48349918803418807,89.74,7.69
Anytime Fitness Wisteria Mall,Equipment,27,0.14999691358024694,48.15,29.63
Anytime Fitness Wisteria Mall,Facilities,36,0.3269991666666667,72.22,16.67
Anytime Fitness Wisteria Mall,Policies/Contract,11,0.0517909090909091,36.36,36.36
Anytime Fitness Wisteria Mall,Location/Accessibility,29,0.2367844827586207,58.62,3.45
Anytime Fitness Wisteria Mall,Crowdedness,7,-0.008971428571428587,42.86,42.86
Anytime Fitness Wisteria Mall,Classes/Programs,8,0.25794375,50.0,0.0
Anytime Fitness Tampines Grande,Staff/Service,12,0.41427708333333335,75.0,16.67
Anytime Fitness Tampines Grande,Cleanliness,16,0.39181875,81.25,18.75
Anytime Fitness Tampines Grande,Equipment,13,0.22018974358974358,61.54,23.08
Anytime Fitness Tampines Grande,Facilities,11,0.12688181818181818,36.36,27.27
Anytime Fitness Tampines Grande,Crowdedness,5,0.15657,40.0,40.0
Anytime Fitness Tampines Grande,Overall Experience,7,0.5126857142857143,100.0,0.0
Anytime Fitness Tampines Grande,Location/Accessibility,7,0.27785714285714286,57.14,14.29
Anytime Fitness Tampines Grande,Policies/Contract,4,0.1222,25.0,50.0
Anytime Fitness Tampines Grande,Price/Fees,2,0.4613666666666666,100.0,0.0
Anytime Fitness Bukit Batok Connection,Staff/Service,10,0.78034,100.0,0.0
Anytime Fitness Bukit Batok Connection,Equipment,9,0.4814629629629629,77.78,0.0
Anytime Fitness Bukit Batok Connection,Overall Experience,8,0.748559375,100.0,0.0
Anytime Fitness Bukit Batok Connection,Cleanliness,7,0.5612571428571429,85.71,0.0
Anytime Fitness Bukit Batok Connection,Price/Fees,2,0.5605,100.0,0.0
Anytime Fitness Bukit Batok Connection,Policies/Contract,1,0.0,0.0,0.0
Anytime Fitness Bukit Batok Connection,Location/Accessibility,2,0.6919500000000001,100.0,0.0
Anytime Fitness Bukit Batok Connection,Facilities,4,0.6407625,100.0,0.0
Anytime Fitness NorthShore Plaza,Staff/Service,90,0.6137665740740741,94.44,4.44
Anytime Fitness NorthShore Plaza,Cleanliness,42,0.5122011904761905,90.48,4.76
Anytime Fitness NorthShore Plaza,Equipment,51,0.3587547712418301,70.59,7.84
Anytime Fitness NorthShore Plaza,Facilities,79,0.4160408227848102,77.22,2.53
Anytime Fitness NorthShore Plaza,Overall Experience,61,0.6276688524590165,95.08,4.92
Anytime Fitness NorthShore Plaza,Location/Accessibility,16,0.4705229166666667,75.0,6.25
Anytime Fitness NorthShore Plaza,Crowdedness,32,0.43638125,75.0,6.25
Anytime Fitness NorthShore Plaza,Policies/Contract,8,0.24331071428571427,50.0,50.0
Anytime Fitness NorthShore Plaza,Price/Fees,14,0.3059395918367347,71.43,14.29
Anytime Fitness NorthShore Plaza,Classes/Programs,12,0.3272879166666667,75.0,16.67
Anytime Fitness Hwi Yoh CC,Price/Fees,5,-0.43704,0.0,100.0
Anytime Fitness Hwi Yoh CC,Policies/Contract,3,-0.09746666666666666,0.0,33.33
Anytime Fitness Hwi Yoh CC,Cleanliness,10,-0.10708833333333331,20.0,80.0
Anytime Fitness Hwi Yoh CC,Equipment,13,-0.14685769230769233,15.38,61.54
Anytime Fitness Hwi Yoh CC,Facilities,9,0.13658888888888893,44.44,44.44
Anytime Fitness Hwi Yoh CC,Crowdedness,4,0.0,25.0,25.0
Anytime Fitness Hwi Yoh CC,Location/Accessibility,5,0.02054,20.0,0.0
Anytime Fitness Hwi Yoh CC,Overall Experience,7,0.24218571428571428,57.14,28.57
Anytime Fitness Hwi Yoh CC,Staff/Service,11,0.2887954545454546,63.64,36.36
Anytime Fitness Hwi Yoh CC,Classes/Programs,4,0.11451249999999999,25.0,25.0
Anytime Fitness 537 Bedok North,Staff/Service,49,0.5932289115646259,89.8,4.08
Anytime Fitness 537 Bedok North,Cleanliness,29,0.6649206896551726,100.0,0.0
Anytime Fitness 537 Bedok North,Equipment,28,0.5634720238095238,92.86,0.0
Anytime Fitness 537 Bedok North,Facilities,27,0.5983444444444443,92.59,0.0
Anytime Fitness 537 Bedok North,Location/Accessibility,19,0.4507184210526316,68.42,0.0
Anytime Fitness 537 Bedok North,Overall Experience,44,0.5813360227272727,95.45,2.27
Anytime Fitness 537 Bedok North,Crowdedness,6,0.4382333333333333,50.0,0.0
Anytime Fitness 537 Bedok North,Classes/Programs,11,0.5859954545454545,90.91,0.0
Anytime Fitness 537 Bedok North,Policies/Contract,5,0.5659333333333334,80.0,0.0
Anytime Fitness 537 Bedok North,Price/Fees,3,0.6265000000000001,100.0,0.0
Anytime Fitness Chong Pang,Staff/Service,17,0.6693053921568627,94.12,0.0
Anytime Fitness Chong Pang,Overall Experience,11,0.6199454545454546,100.0,0.0
Anytime Fitness Chong Pang,Cleanliness,9,0.6819611111111111,100.0,0.0
Anytime Fitness Chong Pang,Location/Accessibility,5,0.28102,40.0,0.0
Anytime Fitness Chong Pang,Equipment,6,0.2861055555555555,66.67,16.67
Anytime Fitness Chong Pang,Price/Fees,3,0.33466666666666667,66.67,0.0
Anytime Fitness Chong Pang,Crowdedness,4,0.35950000000000004,50.0,0.0
Anytime Fitness Chong Pang,Facilities,4,0.4772125,75.0,0.0
Anytime Fitness Woodlands North,Equipment,24,0.34644375,75.0,12.5
Anytime Fitness Woodlands North,Facilities,18,0.3603444444444445,77.78,16.67
Anytime Fitness Woodlands North,Crowdedness,10,0.4309900000000001,90.0,10.0
Anytime Fitness Woodlands North,Overall Experience,18,0.5557037037037037,88.89,11.11
Anytime Fitness Woodlands North,Location/Accessibility,16,0.2015625,43.75,12.5
Anytime Fitness Woodlands North,Staff/Service,24,0.6322569444444445,95.83,4.17
Anytime Fitness Woodlands North,Policies/Contract,1,0.2023,100.0,0.0
Anytime Fitness Woodlands North,Cleanliness,7,0.5295285714285715,85.71,14.29
Anytime Fitness Woodlands North,Price/Fees,1,0.0,0.0,0.0
Anytime Fitness Woodlands North,Classes/Programs,1,0.5719,100.0,0.0
Anytime Fitness Yishun East,Facilities,56,0.5347633928571429,87.5,3.57
Anytime Fitness Yishun East,Cleanliness,81,0.6313561728395061,100.0,0.0
Anytime Fitness Yishun East,Staff/Service,98,0.6881484693877552,98.98,0.0
Anytime Fitness Yishun East,Crowdedness,15,0.3816133333333333,66.67,0.0
Anytime Fitness Yishun East,Policies/Contract,8,0.6206,87.5,0.0
Anytime Fitness Yishun East,Classes/Programs,2,0.21005,50.0,0.0
Anytime Fitness Yishun East,Overall Experience,49,0.6548768707482993,100.0,0.0
Anytime Fitness Yishun East,Price/Fees,8,0.4529875,62.5,0.0
Anytime Fitness Yishun East,Location/Accessibility,21,0.44512142857142856,85.71,0.0
Anytime Fitness Yishun East,Equipment,47,0.43693085106382984,74.47,0.0
Anytime Fitness New Queensway,Staff/Service,157,0.7346096178343949,98.09,1.27
Anytime Fitness New Queensway,Facilities,62,0.5636056451612902,85.48,6.45
Anytime Fitness New Queensway,Equipment,65,0.4966479487179487,86.15,1.54
Anytime Fitness New Queensway,Overall Experience,101,0.6477821782178218,94.06,2.97
Anytime Fitness New Queensway,Price/Fees,13,0.6001115384615384,92.31,0.0
Anytime Fitness New Queensway,Cleanliness,74,0.6686263513513513,97.3,1.35
Anytime Fitness New Queensway,Crowdedness,18,0.40633333333333327,61.11,16.67
Anytime Fitness New Queensway,Location/Accessibility,20,0.4456199999999999,70.0,10.0
Anytime Fitness New Queensway,Policies/Contract,12,0.47396666666666665,75.0,8.33
Anytime Fitness Gambas,Cleanliness,14,0.5101357142857144,92.86,7.14
Anytime Fitness Gambas,Equipment,16,0.44711875,75.0,0.0
Anytime Fitness Gambas,Facilities,12,0.4077625,75.0,8.33
Anytime Fitness Gambas,Location/Accessibility,6,0.23345000000000002,33.33,0.0
Anytime Fitness Gambas,Overall Experience,20,0.64448,90.0,0.0
Anytime Fitness Gambas,Staff/Service,20,0.6955366666666665,100.0,0.0
Anytime Fitness Gambas,Price/Fees,4,0.14697500000000002,50.0,50.0
Anytime Fitness Gambas,Policies/Contract,2,-0.006750000000000034,50.0,50.0
Anytime Fitness Gambas,Crowdedness,5,0.39306,80.0,20.0
Anytime Fitness Gambas,Classes/Programs,3,0.7173666666666666,100.0,0.0
Anytime Fitness Tekka Place,Staff/Service,70,0.7013180952380953,95.71,1.43
Anytime Fitness Tekka Place,Facilities,31,0.5461349462365591,87.1,0.0
Anytime Fitness Tekka Place,Overall Experience,37,0.6686207207207205,100.0,0.0
Anytime Fitness Tekka Place,Location/Accessibility,19,0.4696473684210526,78.95,0.0
Anytime Fitness Tekka Place,Cleanliness,25,0.678814,96.0,0.0
Anytime Fitness Tekka Place,Policies/Contract,7,0.4803,85.71,0.0
Anytime Fitness Tekka Place,Equipment,24,0.5302194444444445,79.17,4.17
Anytime Fitness Tekka Place,Price/Fees,7,0.5328642857142858,100.0,0.0
Anytime Fitness Tekka Place,Crowdedness,4,0.354875,75.0,0.0
Anytime Fitness Bukit Merah,Equipment,5,0.51708,80.0,20.0
Anytime Fitness Bukit Merah,Policies/Contract,1,0.802,100.0,0.0
Anytime Fitness Bukit Merah,Staff/Service,16,0.653353125,100.0,0.0
Anytime Fitness Bukit Merah,Facilities,7,0.5135,85.71,0.0
Anytime Fitness Bukit Merah,Classes/Programs,1,0.4767,100.0,0.0
Anytime Fitness Bukit Merah,Overall Experience,7,0.5570428571428572,85.71,14.29
Anytime Fitness Bukit Merah,Cleanliness,9,0.6407999999999999,100.0,0.0
Anytime Fitness Bukit Merah,Price/Fees,2,0.34985,50.0,0.0
Anytime Fitness Bukit Merah,Location/Accessibility,5,0.52288,80.0,0.0
Anytime Fitness Bukit Merah,Crowdedness,1,0.5927,100.0,0.0
Anytime Fitness Jurong,Staff/Service,2,0.7873000000000001,100.0,0.0
Anytime Fitness Jurong,Cleanliness,2,0.4559,50.0,0.0
Anytime Fitness Jurong,Equipment,2,0.4559,50.0,0.0
Anytime Fitness Jurong,Facilities,1,0.9118,100.0,0.0
Anytime Fitness Jurong,Price/Fees,1,0.0,0.0,0.0
Anytime Fitness Jurong,Overall Experience,1,0.8012,100.0,0.0
Anytime Fitness Jurong,Location/Accessibility,1,0.0,0.0,0.0
Anytime Fitness - Tengah,Equipment,11,0.5843515151515151,100.0,0.0
Anytime Fitness - Tengah,Facilities,12,0.5312541666666667,91.67,0.0
Anytime Fitness - Tengah,Crowdedness,4,0.60495,100.0,0.0
Anytime Fitness - Tengah,Location/Accessibility,6,0.42815833333333336,83.33,0.0
Anytime Fitness - Tengah,Overall Experience,13,0.7488115384615385,100.0,0.0
Anytime Fitness - Tengah,Staff/Service,14,0.7063750000000002,92.86,0.0
Anytime Fitness - Tengah,Cleanliness,6,0.7128083333333334,100.0,0.0
Anytime Fitness - Tengah,Price/Fees,3,0.6785666666666668,100.0,0.0
Anytime Fitness - Tengah,Policies/Contract,1,0.6808,100.0,0.0
Anytime Fitness - Tengah,Classes/Programs,2,0.6446500000000001,100.0,0.0
Anytime Fitness Balmoral,Cleanliness,25,0.7712319999999998,100.0,0.0
Anytime Fitness Balmoral,Equipment,17,0.45883235294117647,76.47,0.0
Anytime Fitness Balmoral,Facilities,19,0.5936701754385966,94.74,0.0
Anytime Fitness Balmoral,Price/Fees,4,0.37050000000000005,50.0,0.0
Anytime Fitness Balmoral,Policies/Contract,16,0.5170468750000001,87.5,6.25
Anytime Fitness Balmoral,Crowdedness,4,0.49495,75.0,0.0
Anytime Fitness Balmoral,Staff/Service,44,0.6839,95.45,4.55
Anytime Fitness Balmoral,Overall Experience,30,0.6325066666666667,96.67,0.0
Anytime Fitness Balmoral,Classes/Programs,7,0.5152928571428571,85.71,0.0
Anytime Fitness Balmoral,Location/Accessibility,9,0.4768666666666667,77.78,0.0
Anytime Fitness The Concourse,Cleanliness,10,0.37705,70.0,10.0
Anytime Fitness The Concourse,Equipment,11,0.13376363636363636,54.55,27.27
Anytime Fitness The Concourse,Facilities,6,0.006316666666666669,33.33,50.0
Anytime Fitness The Concourse,Location/Accessibility,6,0.4583111111111111,83.33,0.0
Anytime Fitness The Concourse,Crowdedness,4,0.465025,75.0,0.0
Anytime Fitness The Concourse,Staff/Service,10,0.5623500000000001,100.0,0.0
Anytime Fitness The Concourse,Overall Experience,7,0.4954142857142858,85.71,14.29
Anytime Fitness The Concourse,Price/Fees,2,0.251675,50.0,0.0
Anytime Fitness The Concourse,Policies/Contract,1,0.7346,100.0,0.0
Anytime Fitness Kebun Baru CC,Staff/Service,12,0.6640722222222222,91.67,8.33
Anytime Fitness Kebun Baru CC,Equipment,7,0.36878571428571433,71.43,14.29
Anytime Fitness Kebun Baru CC,Facilities,6,0.4619166666666667,83.33,16.67
Anytime Fitness Kebun Baru CC,Cleanliness,3,0.4301333333333333,66.67,0.0
Anytime Fitness Kebun Baru CC,Policies/Contract,1,0.0,0.0,0.0
Anytime Fitness Kebun Baru CC,Overall Experience,8,0.572175,87.5,0.0
Anytime Fitness Kebun Baru CC,Location/Accessibility,5,0.18,40.0,0.0
Anytime Fitness Kebun Baru CC,Crowdedness,2,0.47635,100.0,0.0
Anytime Fitness Kebun Baru CC,Classes/Programs,1,0.0,0.0,0.0
Anytime Fitness Kebun Baru CC,Price/Fees,1,-0.4215,0.0,100.0
Anytime Fitness Aljunied 119,Staff/Service,38,0.5758206140350878,89.47,5.26
Anytime Fitness Aljunied 119,Price/Fees,10,-0.01394476190476191,30.0,30.0
Anytime Fitness Aljunied 119,Policies/Contract,6,0.010199999999999992,50.0,33.33
Anytime Fitness Aljunied 119,Overall Experience,22,0.20386363636363633,54.55,40.91
Anytime Fitness Aljunied 119,Equipment,14,0.5259964285714286,85.71,0.0
Anytime Fitness Aljunied 119,Cleanliness,18,0.5871166666666666,88.89,0.0
Anytime Fitness Aljunied 119,Facilities,14,0.36626190476190473,71.43,7.14
Anytime Fitness Aljunied 119,Crowdedness,3,-0.07436666666666668,0.0,66.67
Anytime Fitness Aljunied 119,Location/Accessibility,8,0.3873375,75.0,0.0
Anytime Fitness Aljunied 119,Classes/Programs,1,0.6476,100.0,0.0
Anytime Fitness Clementi 354,Staff/Service,17,0.7217215686274511,100.0,0.0
Anytime Fitness Clementi 354,Facilities,11,0.4983181818181819,90.91,9.09
Anytime Fitness Clementi 354,Equipment,7,0.6402214285714285,100.0,0.0
Anytime Fitness Clementi 354,Price/Fees,2,0.5157,100.0,0.0
Anytime Fitness Clementi 354,Location/Accessibility,4,0.5907500000000001,100.0,0.0
Anytime Fitness Clementi 354,Classes/Programs,2,0.5090749999999999,100.0,0.0
Anytime Fitness Clementi 354,Overall Experience,9,0.6189888888888889,100.0,0.0
Anytime Fitness Clementi 354,Crowdedness,4,-0.07855,25.0,50.0
Anytime Fitness Clementi 354,Cleanliness,6,0.581,100.0,0.0
Anytime Fitness Kaki Bukit,Staff/Service,13,0.5320153846153847,84.62,0.0
Anytime Fitness Kaki Bukit,Cleanliness,2,0.8025,100.0,0.0
Anytime Fitness Kaki Bukit,Location/Accessibility,6,0.080725,33.33,16.67
Anytime Fitness Kaki Bukit,Facilities,4,0.309375,50.0,25.0
Anytime Fitness Kaki Bukit,Overall Experience,8,0.6246125,100.0,0.0
Anytime Fitness Kaki Bukit,Equipment,5,0.45933999999999997,100.0,0.0
Anytime Fitness Kaki Bukit,Classes/Programs,2,0.4201,100.0,0.0
Anytime Fitness Kaki Bukit,Crowdedness,1,-0.296,0.0,100.0
Anytime Fitness Kaki Bukit,Price/Fees,1,-0.296,0.0,100.0
Anytime Fitness Cineleisure Orchard,Staff/Service,23,0.6144228260869565,86.96,4.35
Anytime Fitness Cineleisure Orchard,Facilities,10,0.485035,80.0,10.0
Anytime Fitness Cineleisure Orchard,Crowdedness,3,-0.09053333333333334,0.0,33.33
Anytime Fitness Cineleisure Orchard,Location/Accessibility,4,0.3005,75.0,25.0
Anytime Fitness Cineleisure Orchard,Equipment,12,0.49245000000000005,75.0,8.33
Anytime Fitness Cineleisure Orchard,Overall Experience,7,0.6484,100.0,0.0
Anytime Fitness Cineleisure Orchard,Cleanliness,13,0.6937153846153846,100.0,0.0
Anytime Fitness Cineleisure Orchard,Policies/Contract,1,0.119175,100.0,0.0
Anytime Fitness Simpang Bedok,Staff/Service,26,0.6666205128205129,92.31,3.85
Anytime Fitness Simpang Bedok,Facilities,25,0.55694,88.0,0.0
Anytime Fitness Simpang Bedok,Overall Experience,15,0.6708866666666665,100.0,0.0
Anytime Fitness Simpang Bedok,Crowdedness,3,0.412,66.67,0.0
Anytime Fitness Simpang Bedok,Location/Accessibility,7,0.3572285714285715,71.43,14.29
Anytime Fitness Simpang Bedok,Classes/Programs,6,0.53548,83.33,0.0
Anytime Fitness Simpang Bedok,Cleanliness,11,0.6776636363636364,100.0,0.0
Anytime Fitness Simpang Bedok,Equipment,12,0.5099166666666667,83.33,0.0
Anytime Fitness NTU,Equipment,10,0.3434499999999999,80.0,10.0
Anytime Fitness NTU,Location/Accessibility,2,0.36755,50.0,0.0
Anytime Fitness NTU,Staff/Service,9,0.5762555555555555,88.89,0.0
Anytime Fitness NTU,Overall Experience,8,0.4930583333333333,87.5,12.5
Anytime Fitness NTU,Cleanliness,4,0.49934999999999996,75.0,0.0
Anytime Fitness NTU,Facilities,5,0.48112000000000005,100.0,0.0
Anytime Fitness NTU,Price/Fees,1,-0.4767,0.0,100.0
Anytime Fitness NTU,Policies/Contract,1,0.6728,100.0,0.0
Anytime Fitness Eastwood Centre,Staff/Service,40,0.6987995833333334,100.0,0.0
Anytime Fitness Eastwood Centre,Cleanliness,15,0.5931466666666666,100.0,0.0
Anytime Fitness Eastwood Centre,Equipment,22,0.4874378787878788,77.27,0.0
Anytime Fitness Eastwood Centre,Facilities,17,0.5692088235294118,94.12,0.0
Anytime Fitness Eastwood Centre,Crowdedness,6,0.48974999999999996,83.33,0.0
Anytime Fitness Eastwood Centre,Overall Experience,21,0.6155453968253968,100.0,0.0
Anytime Fitness Eastwood Centre,Classes/Programs,5,0.34536,40.0,0.0
Anytime Fitness Eastwood Centre,Price/Fees,3,0.6611666666666666,100.0,0.0
Anytime Fitness Eastwood Centre,Location/Accessibility,8,0.5851999999999999,87.5,0.0
Anytime Fitness Eastwood Centre,Policies/Contract,1,0.0,0.0,0.0
Anytime Fitness Punggol Waterway,Staff/Service,35,0.6358642857142857,94.29,2.86
Anytime Fitness Punggol Waterway,Equipment,15,0.2985077777777778,73.33,20.0
Anytime Fitness Punggol Waterway,Overall Experience,23,0.6049057971014493,95.65,4.35
Anytime Fitness Punggol Waterway,Cleanliness,21,0.6136809523809523,95.24,0.0
Anytime Fitness Punggol Waterway,Facilities,15,0.4093033333333333,73.33,13.33
Anytime Fitness Punggol Waterway,Crowdedness,3,0.35651666666666665,66.67,0.0
Anytime Fitness Punggol Waterway,Location/Accessibility,11,0.483,81.82,9.09
Anytime Fitness Punggol Waterway,Classes/Programs,3,0.46103333333333335,100.0,0.0
Anytime Fitness Punggol Waterway,Policies/Contract,3,0.323,66.67,33.33
Anytime Fitness Punggol Waterway,Price/Fees,1,0.7845,100.0,0.0
Anytime Fitness Bedok 200 North Ave 1,Equipment,3,0.48075,66.67,0.0
Anytime Fitness Bedok 200 North Ave 1,Location/Accessibility,2,0.6131,100.0,0.0
Anytime Fitness Bedok 200 North Ave 1,Overall Experience,1,0.9762,100.0,0.0
Anytime Fitness Bedok 200 North Ave 1,Facilities,3,0.4955583333333333,100.0,0.0
Anytime Fitness Bedok 200 North Ave 1,Crowdedness,2,0.754,100.0,0.0
Anytime Fitness Bedok 200 North Ave 1,Staff/Service,1,0.7184,100.0,0.0
Anytime Fitness Rochester,Staff/Service,8,0.573496875,100.0,0.0
Anytime Fitness Rochester,Facilities,6,0.5663833333333333,83.33,0.0
Anytime Fitness Rochester,Overall Experience,22,0.7302965909090908,100.0,0.0
Anytime Fitness Rochester,Equipment,4,0.42235,75.0,25.0
Anytime Fitness Rochester,Cleanliness,4,0.6013,100.0,0.0
Anytime Fitness Rochester,Policies/Contract,1,0.6249,100.0,0.0
Anytime Fitness Rochester,Price/Fees,1,0.7964,100.0,0.0
Anytime Fitness Rochester,Location/Accessibility,2,0.3707,50.0,0.0
Anytime Fitness Rochester,Classes/Programs,1,0.7636000000000001,100.0,0.0
Anytime Fitness Labrador View,Staff/Service,13,0.6794,100.0,0.0
